#{"t_start": 1629995467.5777366, "env_id": "Pendulum-v0"}
r,l,t
-241.725308,200,359.212523
-128.101717,200,359.484796
-119.47124,200,359.759063
-117.949868,200,360.042305
-125.21028,200,360.331533
-126.702254,200,360.88605
-235.685816,200,361.190236
-346.003008,200,361.458519
-237.046955,200,361.725804
-245.176891,200,361.991095
-121.781755,200,362.537633
-385.032276,200,362.814895
-3.333924,200,363.095142
-348.257422,200,363.366417
-124.744988,200,363.629712
-123.739129,200,364.179244
-125.741848,200,364.443538
-125.53708,200,364.714812
-0.692448,200,364.979106
-238.407524,200,365.251377
-1.647207,200,365.802903
-1.834742,200,366.070188
-127.596236,200,366.347447
-121.165092,200,366.617724
-114.026907,200,366.886008
-399.528595,200,367.436534
-131.018708,200,367.699831
-124.787449,200,367.963127
-131.545816,200,368.232408
-128.069429,200,368.493708
-243.950276,200,369.037255
-1.736206,200,369.306544
-124.285698,200,369.581798
-127.391359,200,369.856065
-119.741505,200,370.129335
-1.707549,200,370.680859
-0.579483,200,370.957122
-117.538536,200,371.231388
-127.578134,200,371.503659
-227.211327,200,371.770945
-126.18007,200,372.348401
-126.404458,200,372.615687
-123.218767,200,372.885964
-354.959554,200,373.15325
-238.74129,200,373.419538
-0.164077,200,373.968071
-125.696061,200,374.231366
-125.643252,200,374.50364
-127.358118,200,374.777905
-122.403651,200,375.054167
-0.232771,200,375.58774
-119.10855,200,375.84904
-0.255524,200,376.148241
-246.915581,200,376.405553
-299.750303,200,376.685803
-236.97288,200,377.285201
-0.123163,200,377.555478
-486.250915,200,377.837724
-349.80666,200,378.12695
-124.09163,200,378.405206
-120.498156,200,378.954737
-119.688033,200,379.215041
-0.556047,200,379.485319
-240.518193,200,379.755604
-0.324411,200,380.031857
-242.455042,200,380.568422
-128.091268,200,380.840694
-369.784708,200,381.109975
-0.230823,200,381.384241
-125.096739,200,381.648535
-257.001279,200,382.18909
-125.035518,200,382.455376
-123.112545,200,382.718683
-124.759288,200,382.985958
-124.358133,200,383.255248
-242.638097,200,385.433414
-122.183069,200,385.698705
-234.602227,200,385.964993
-126.567829,200,386.233274
-232.671068,200,386.502555
-242.478702,200,387.0471
-375.371877,200,387.317377
-125.575767,200,387.583665
-124.456003,200,387.854939
-118.735513,200,388.124219
-0.784583,200,388.665771
-118.945366,200,388.940039
-119.787953,200,389.214312
-1.097967,200,389.484582
-352.334838,200,389.749873
-121.177193,200,390.282448
-121.782364,200,390.554721
-123.471557,200,390.816022
-234.830152,200,391.088294
-124.583259,200,391.357573
-333.572693,200,391.903115
-320.810705,200,392.169405
-122.82356,200,392.43968
-121.79331,200,392.707963
-125.930681,200,392.97824
-125.998733,200,393.503835
-241.974794,200,393.773116
-114.985201,200,394.031424
-0.743191,200,394.295717
-0.363878,200,394.56001
-239.412297,200,395.096576
-242.072628,200,395.362864
-242.594899,200,395.640123
-0.272737,200,395.906422
-118.054793,200,396.190651
-128.221922,200,396.732203
-240.679998,200,397.005472
-122.379656,200,397.28672
-126.985593,200,397.553008
-118.838927,200,397.837248
-247.607599,200,398.431658
-121.627084,200,398.714901
-365.384439,200,398.995151
-126.194374,200,399.274405
-235.826572,200,399.555654
-118.299191,200,400.158043
-125.785087,200,400.436298
-126.471496,200,400.720538
-123.980312,200,401.011761
-120.010427,200,401.317941
-234.068469,200,401.946261
-116.549236,200,402.235488
-123.188612,200,402.529702
-243.403395,200,402.817931
-348.861958,200,403.08422
-124.389306,200,403.681621
-236.894224,200,403.9888
-0.419484,200,404.262069
-119.060545,200,404.563265
-118.784708,200,404.826561
-0.588826,200,405.402022
-238.094012,200,405.658336
-0.199264,200,405.951552
-235.752625,200,406.218864
-121.172169,200,406.483131
-241.757757,200,407.049616
-2.007404,200,407.314907
-1.221747,200,407.58319
-113.852384,200,407.846485
-228.201106,200,408.106789
-124.561778,200,408.659313
-239.11682,200,408.934576
-121.146905,200,409.212832
-126.336283,200,409.491087
-123.890103,200,409.770341
-116.037012,200,410.345803
-242.581938,200,410.614085
-342.764886,200,410.88137
-127.539708,200,411.145673
-239.019967,200,411.410955
-1.551006,200,411.98143
-362.652863,200,412.264672
-119.343614,200,412.531957
-4.613478,200,412.806223
-123.316985,200,413.070517
-124.807565,200,413.631018
-120.679396,200,413.897306
-125.407664,200,414.164591
-123.706272,200,414.431876
-124.775893,200,414.697181
-124.442517,200,415.24969
-362.332137,200,415.522959
-235.609206,200,415.789247
-247.364332,200,416.05753
-119.426877,200,416.320826
-117.607604,200,416.87635
-117.71106,200,417.146618
-119.487393,200,417.417893
-120.286719,200,417.685178
-240.454845,200,417.955456
-123.609174,200,420.147593
-122.504555,200,420.410891
-241.781178,200,420.682164
-123.670848,200,420.945461
-124.569913,200,421.244661
-246.387206,200,421.804164
-343.801029,200,422.067461
-124.035021,200,422.335744
-241.030843,200,422.604026
-121.798509,200,422.866325
-1.023596,200,423.428821
-115.994984,200,423.694111
-0.080456,200,423.959403
-123.950188,200,424.251621
-127.860655,200,424.52489
-233.246651,200,425.096361
-125.7504,200,425.362651
-113.77869,200,425.629935
-122.541558,200,425.898218
-123.826248,200,426.17049
-238.625421,200,426.729994
-119.215157,200,426.998277
-124.958181,200,427.260576
-239.923236,200,427.529855
-119.061118,200,427.805119
-236.648061,200,428.367615
-364.946176,200,428.633903
-244.638432,200,428.904181
-361.340309,200,429.181439
-229.508803,200,429.460692
-118.393376,200,430.029172
-1.182369,200,430.292469
-238.743873,200,430.559754
-122.042581,200,430.829034
-313.674599,200,431.099311
-120.279209,200,431.673776
-239.795852,200,431.94505
-123.448566,200,432.216325
-127.765298,200,432.485605
-244.780511,200,432.755894
-123.924895,200,433.317381
-234.620539,200,433.580676
-119.619877,200,433.84497
-241.722177,200,434.117255
-420.553515,200,434.385525
-2.006485,200,434.946026
-124.451983,200,435.210324
-119.592183,200,435.474612
-120.868607,200,435.744889
-126.343609,200,436.038105
-125.990043,200,436.613566
-118.283006,200,436.886836
-122.126371,200,437.164096
-232.49156,200,437.436366
-121.534426,200,437.712629
-249.189794,200,438.281108
-121.44425,200,438.556372
-247.592138,200,438.828645
-1.464135,200,439.103909
-1.413546,200,439.373188
-125.308766,200,439.934687
-118.905293,200,440.206959
-235.919704,200,440.480227
-118.238639,200,440.753498
-118.808205,200,441.03275
-129.840089,200,441.597241
-0.090951,200,441.878489
-120.357899,200,442.165722
-237.145026,200,442.435998
-121.511779,200,442.710265
-126.88486,200,443.267774
-125.194381,200,443.548025
-115.545515,200,443.828275
-367.34235,200,444.096559
-247.600697,200,444.367834
-242.578637,200,444.942299
-118.32307,200,445.217561
-245.439173,200,445.488836
-120.939839,200,445.766094
-241.165218,200,446.036371
-126.807016,200,446.599865
-122.419495,200,446.877124
-2.966973,200,447.159369
-1.004205,200,447.431641
-127.096353,200,447.711891
-118.584579,200,448.274388
-115.760045,200,448.547657
-242.651936,200,448.821923
-124.483977,200,449.095193
-233.64464,200,449.362478
-234.771973,200,449.925972
-233.002664,200,450.204227
-240.299594,200,450.47251
-117.054376,200,450.746777
-116.237738,200,451.021044
-359.001404,200,451.584537
-237.623616,200,451.862807
-126.452067,200,452.135065
-125.462965,200,452.415316
-124.444754,200,452.695567
-120.846442,200,455.361438
-0.556086,200,455.635705
-228.632579,200,455.907977
-127.314799,200,456.179252
-118.096978,200,456.455513
-230.789093,200,457.033967
-235.00082,200,457.313219
-122.831937,200,457.592473
-240.766846,200,457.875715
-119.695618,200,458.172922
-330.348429,200,458.776307
-0.551927,200,459.070522
-125.429183,200,459.349773
-223.874703,200,459.640995
-123.751151,200,459.917256
-340.730853,200,460.534606
-375.506545,200,460.808873
-114.420882,200,461.086131
-116.640988,200,461.364387
-1.125374,200,461.640649
-347.975822,200,462.206138
-371.227742,200,462.476414
-0.129882,200,462.753673
-116.212966,200,463.032925
-0.454508,200,463.309187
-0.06463,200,463.870687
-120.968661,200,464.162904
-252.813426,200,464.431187
-124.061395,200,464.708445
-124.810335,200,464.97972
-116.889975,200,465.545209
-247.01616,200,465.823465
-356.124332,200,466.100723
-119.962683,200,466.371998
-117.425116,200,466.648258
-0.058165,200,467.235688
-121.921683,200,467.533891
-120.433767,200,467.831096
-117.811917,200,468.104366
-118.567952,200,468.397582
-237.560049,200,469.010942
-116.258521,200,469.307149
-121.292465,200,469.584409
-369.493801,200,469.881614
-240.003379,200,470.157875
-405.210582,200,470.752286
-119.101521,200,471.050488
-124.733003,200,471.318771
-125.392849,200,471.595032
-115.806753,200,471.89922
-122.906078,200,472.461715
-331.517668,200,472.740968
-125.248188,200,473.040168
-116.302008,200,473.316429
-0.902447,200,473.595683
-126.534373,200,474.170146
-0.384909,200,474.441422
-115.092884,200,474.718681
-122.522411,200,474.99195
-125.48351,200,475.268211
-121.873073,200,475.822729
-2.419854,200,476.092008
-118.15742,200,476.358296
-120.799615,200,476.627577
-118.980117,200,476.906829
-0.377129,200,477.468329
-124.12368,200,477.754564
-240.312421,200,478.045784
-116.662176,200,478.326035
-126.15159,200,478.597309
-363.923852,200,479.163794
-2.431996,200,479.433075
-125.291266,200,479.706343
-118.029288,200,479.989586
-125.933443,200,480.254877
-0.513472,200,480.825352
-355.199968,200,481.109592
-251.807493,200,481.37987
-121.430634,200,481.659123
-244.616153,200,481.936381
-226.483017,200,482.544755
-118.396726,200,482.824009
-120.369893,200,483.102263
-121.045325,200,483.382515
-350.737249,200,483.657778
-229.87172,200,484.21828
-125.011362,200,484.498532
-119.052531,200,484.779778
-338.656023,200,485.066012
-122.636146,200,485.335293
-121.90628,200,485.910754
-352.490013,200,486.186018
-120.20688,200,486.459288
-121.501136,200,486.735549
-3.32806,200,487.014803
-119.267279,200,487.571314
-119.975154,200,487.850568
-118.631753,200,488.126831
-233.906857,200,488.40309
-0.233287,200,488.675362
-116.333838,200,491.291369
-240.446227,200,491.564637
-123.013927,200,491.84389
-1.268943,200,492.118161
-244.445022,200,492.390429
-120.137072,200,492.966888
-118.74599,200,493.262098
-228.549488,200,493.539357
-121.367307,200,493.817613
-319.944484,200,494.093886
-115.487692,200,494.654375
-126.717607,200,494.923666
-346.953717,200,495.19493
-125.490569,200,495.469196
-242.157049,200,495.74446
-122.956632,200,496.347847
-128.966028,200,496.621117
-123.057136,200,496.896381
-124.996378,200,497.170648
-121.03901,200,497.450898
-116.587664,200,498.03334
-230.861899,200,498.311597
-2.562228,200,498.585863
-117.483162,200,498.862124
-119.894857,200,499.14437
-129.187225,200,499.713848
-251.762349,200,499.990108
-233.580527,200,500.262389
-125.995724,200,500.530663
-350.174918,200,500.806924
-243.219371,200,501.376401
-121.771834,200,501.646679
-241.358289,200,501.921944
-271.951849,200,502.210172
-238.494098,200,502.486435
-123.849116,200,503.06389
-2.107987,200,503.334167
-119.309286,200,503.614418
-123.970854,200,503.884696
-236.653205,200,504.160957
-226.376314,200,504.725447
-127.069009,200,505.015671
-122.73061,200,505.286946
-243.916461,200,505.561212
-243.820889,200,505.839468
-116.727835,200,506.408945
-223.653935,200,506.6882
-117.745652,200,506.969447
-241.937558,200,507.240722
-117.086893,200,507.515986
-116.448378,200,508.077484
-244.520771,200,508.355742
-232.493176,200,508.626018
-118.985035,200,508.904274
-239.566665,200,509.180535
-236.187748,200,509.757001
-118.336426,200,510.039239
-369.037094,200,510.314503
-120.208157,200,510.585777
-121.647261,200,510.86503
-349.263328,200,511.446476
-121.436955,200,511.723736
-439.893235,200,511.998002
-123.431702,200,512.277255
-1.436076,200,512.553516
-126.456843,200,513.138951
-118.805051,200,513.41621
-414.451252,200,513.695462
-232.529842,200,513.975713
-117.401434,200,514.249981
-114.889273,200,514.826446
-120.061395,200,515.10669
-123.748247,200,515.385943
-125.059871,200,515.658215
-241.095003,200,515.937467
-1.097856,200,516.502955
-3.156984,200,516.777222
-1.135967,200,517.053483
-230.786096,200,517.344705
-124.508958,200,517.631937
-116.561423,200,518.246295
-238.632007,200,518.528539
-117.749157,200,518.816769
-124.968445,200,519.102007
-121.328058,200,519.384253
-125.655093,200,519.977666
-1.836874,200,520.261905
-325.079587,200,520.541158
-0.789415,200,520.827393
-1.29064,200,521.106646
-116.268894,200,521.678119
-247.234129,200,521.955378
-234.984804,200,522.230641
-1.494729,200,522.501915
-337.797986,200,522.775185
-123.355992,200,523.358625
-123.860689,200,523.639873
-325.22587,200,523.909153
-124.23683,200,524.193394
-122.64326,200,524.471651
-236.425739,200,527.17143
-0.42625,200,527.442707
-122.620872,200,527.723953
-347.45623,200,527.993233
-123.829569,200,528.272485
-342.681314,200,528.845953
-124.302832,200,529.123211
-116.565864,200,529.396481
-0.347978,200,529.674739
-118.318703,200,529.944017
-239.840731,200,530.531445
-0.268768,200,530.812693
-121.589097,200,531.091947
-0.090059,200,531.369206
-248.768511,200,531.643472
-329.066858,200,532.213948
-118.220084,200,532.490209
-0.59174,200,532.769462
-254.933484,200,533.071654
-116.079081,200,533.383819
-306.507683,200,534.0271
-305.048271,200,534.329291
-226.72559,200,534.628492
-124.388906,200,534.923702
-237.635867,200,535.21592
-122.985011,200,535.843244
-114.600237,200,536.134464
-0.968528,200,536.418705
-114.27221,200,536.725883
-238.8587,200,537.021094
-122.685765,200,537.623493
-125.716939,200,537.920689
-245.225236,200,538.194955
-3.22484,200,538.473211
-2.48381,200,538.743488
-0.831432,200,539.308978
-124.079902,200,539.586236
-235.910132,200,539.865489
-127.506477,200,540.143744
-116.683819,200,540.419009
-369.080894,200,540.994471
-243.412017,200,541.267739
-119.409967,200,541.543002
-1.783394,200,541.819264
-1.072351,200,542.155367
-118.56346,200,542.749775
-228.794624,200,543.026037
-121.599574,200,543.304293
-126.879698,200,543.58255
-123.679557,200,543.855819
-2.324492,200,544.429285
-255.580294,200,544.703552
-121.698345,200,544.979814
-119.119068,200,545.25408
-118.945384,200,545.525355
-116.894114,200,546.101814
-242.475074,200,546.378075
-245.696992,200,546.658326
-128.76773,200,546.934586
-117.033558,200,547.214837
-124.043145,200,547.796289
-323.623808,200,548.069552
-235.048546,200,548.34681
-227.211652,200,548.622075
-0.657585,200,548.90133
-121.620988,200,549.469808
-124.617858,200,549.747067
-123.316486,200,550.04128
-238.05189,200,550.319535
-121.747526,200,550.597792
-122.090344,200,551.164277
-252.100889,200,551.442533
-128.316687,200,551.719793
-114.858509,200,552.004031
-1.32578,200,552.275306
-239.617369,200,552.848773
-117.091467,200,553.137003
-246.322481,200,553.419248
-122.528624,200,553.699498
-245.633081,200,553.973766
-122.731313,200,554.538256
-243.30188,200,554.818507
-1.582051,200,555.092774
-115.763518,200,555.378011
-124.038718,200,555.6812
-369.82903,200,556.295557
-359.280167,200,556.576805
-126.201209,200,556.855061
-3.005818,200,557.131322
-115.800521,200,557.413568
-0.637337,200,557.988033
-126.385752,200,558.263297
-354.499402,200,558.543546
-0.663363,200,558.815819
-0.781209,200,559.099061
-125.146943,200,559.664549
-120.766356,200,559.936821
-247.307045,200,560.218068
-231.5451,200,560.488346
-124.845228,200,560.761627
-0.527289,200,563.524243
-239.014953,200,563.799492
-122.322902,200,564.073759
-127.41221,200,564.34603
-119.204313,200,564.619303
-117.060178,200,565.203738
-114.295807,200,565.483988
-120.066248,200,565.762246
-125.35431,200,566.041498
-248.255704,200,566.31776
-0.293553,200,566.888234
-238.654652,200,567.163498
-121.69901,200,567.438762
-244.846471,200,567.712031
-234.361398,200,567.982309
-1.286525,200,568.566745
-129.055695,200,568.843008
-372.948275,200,569.119269
-122.898321,200,569.39154
-290.810703,200,569.671791
-122.187568,200,570.24825
-126.212583,200,570.526506
-114.625957,200,570.807755
-234.305412,200,571.088005
-229.42031,200,571.365264
-120.774305,200,571.93873
-1.692421,200,572.216987
-120.391279,200,572.496238
-0.598859,200,572.774495
-0.371154,200,573.055743
-122.855122,200,573.632202
-116.820643,200,573.912452
-126.353561,200,574.185721
-125.012072,200,574.463977
-1.290939,200,574.743231
-340.40639,200,575.318693
-123.995312,200,575.595952
-126.914727,200,575.867227
-120.261108,200,576.15346
-125.238658,200,576.435707
-123.559164,200,577.014158
-242.024008,200,577.297401
-237.180737,200,577.573663
-253.948482,200,577.853914
-0.353291,200,578.130175
-231.18797,200,578.751514
-237.569042,200,579.034788
-340.588476,200,579.318996
-125.698208,200,579.600244
-119.297524,200,579.883487
-120.263289,200,580.472911
-122.464873,200,580.755155
-115.196313,200,581.034411
-117.554992,200,581.304688
-246.658205,200,581.58394
-1.795368,200,582.177354
-120.297101,200,582.457603
-237.306399,200,582.73586
-125.829565,200,583.00913
-0.573754,200,583.283396
-119.09652,200,583.863844
-123.50858,200,584.133125
-3.365743,200,584.406393
-121.30983,200,584.691631
-155.121476,200,584.966895
-355.287343,200,585.545348
-119.643755,200,585.822606
-352.994608,200,586.102858
-332.008098,200,586.374132
-1.343576,200,586.654382
-123.264747,200,587.224858
-309.088301,200,587.504111
-225.326742,200,587.790345
-329.313137,200,588.071594
-2.308014,200,588.386751
-120.455966,200,589.052969
-118.209455,200,589.362143
-121.447887,200,589.669321
-126.634089,200,589.985477
-119.425655,200,590.293652
-117.845072,200,590.960868
-127.769294,200,591.278021
-119.416236,200,591.589187
-241.945061,200,591.897365
-123.422157,200,592.20155
-359.742484,200,592.870762
-4.136299,200,593.219828
-128.562715,200,593.528003
-227.404136,200,593.842164
-122.623393,200,594.155326
-124.109086,200,594.824538
-124.631678,200,595.132716
-122.195702,200,595.453855
-121.972255,200,595.762032
-254.468624,200,596.070206
-122.305056,200,596.704512
-1.302222,200,596.984761
-124.874617,200,597.251049
-250.298921,200,597.515346
-123.011347,200,597.786617
-122.327788,200,600.840452
-2.674428,200,601.136659
-241.527317,200,601.423892
-221.96553,200,601.742041
-121.620294,200,602.043236
-378.3151,200,602.686515
-249.19497,200,603.003667
-117.545407,200,603.326803
-119.887993,200,603.629993
-240.562109,200,603.914234
-246.653618,200,604.50964
-124.681425,200,604.788894
-126.197273,200,605.055182
-123.57443,200,605.334435
-2.480735,200,605.647597
-370.142751,200,606.322793
-123.127045,200,606.628974
-232.749901,200,606.905236
-123.006748,200,607.189475
-242.450042,200,607.463742
-122.427805,200,608.054163
-235.854075,200,608.326435
-123.559433,200,608.605688
-222.805875,200,608.883945
-124.625492,200,609.158211
-226.429641,200,609.742648
-283.940124,200,610.020905
-274.901349,200,610.301155
-123.829508,200,610.582403
-121.046691,200,610.859662
-126.135929,200,611.434126
-239.526216,200,611.708392
-116.694326,200,611.985652
-119.20779,200,612.258921
-234.852624,200,612.542163
-119.399206,200,613.123609
-2.371295,200,613.404856
-118.464303,200,613.693086
-123.891342,200,613.970344
-2.220446,200,614.243614
-123.390783,200,614.827054
-246.687879,200,615.106307
-122.200599,200,615.382568
-122.808524,200,615.659827
-122.490352,200,615.944067
-0.216992,200,616.527507
-241.995362,200,616.803768
-114.654553,200,617.083022
-123.138466,200,617.355294
-245.293606,200,617.635543
-123.610143,200,618.226963
-119.206816,200,618.50123
-124.121852,200,618.78547
-227.204021,200,619.059736
-245.125954,200,619.33102
-121.959109,200,619.918439
-236.816352,200,620.200686
-128.865251,200,620.472957
-127.980305,200,620.752211
-316.258663,200,621.035453
-259.968242,200,621.610914
-250.584357,200,621.883187
-249.35913,200,622.161443
-125.954624,200,622.437704
-121.174512,200,622.71596
-249.338205,200,623.287432
-121.713485,200,623.573667
-122.715367,200,623.855924
-127.447023,200,624.133171
-237.269207,200,624.412424
-249.069584,200,624.987885
-243.72613,200,625.259161
-249.653097,200,625.533426
-6.04087,200,625.811683
-129.784756,200,626.099912
-7.095757,200,626.677368
-327.422171,200,626.952633
-3.882724,200,627.223906
-121.037439,200,627.498173
-262.875622,200,627.775432
-116.405207,200,628.343912
-126.368837,200,628.619175
-248.186443,200,628.896434
-5.115485,200,629.172696
-121.024168,200,629.448957
-123.133673,200,630.020428
-128.709818,200,630.292702
-121.676701,200,630.571955
-250.112645,200,630.851208
-125.361893,200,631.149421
-295.414342,200,631.723874
-233.861738,200,631.998141
-123.811684,200,632.272408
-126.984988,200,632.556647
-247.097212,200,632.836898
-118.564712,200,633.417346
-119.324812,200,633.704578
-255.29632,200,633.979842
-124.290458,200,634.252115
-1.66976,200,634.526384
-118.633158,200,637.38773
-226.501847,200,637.681943
-120.76868,200,637.96718
-247.053583,200,638.246433
-118.877977,200,638.529677
-114.682868,200,639.181932
-243.757079,200,639.458194
-1.018599,200,639.746423
-231.530231,200,640.037645
-122.960807,200,640.326871
-251.812473,200,640.932253
-123.670269,200,641.213501
-114.561436,200,641.491763
-123.810232,200,641.774002
-126.349067,200,642.066222
-125.253805,200,642.662626
-119.131879,200,642.94487
-123.750738,200,643.220136
-232.771083,200,643.498392
-0.532265,200,643.775649
-238.663942,200,644.364077
-124.523344,200,644.646322
-316.216186,200,644.924577
-320.214172,200,645.199842
-0.402176,200,645.479096
-2.269806,200,646.065527
-242.760866,200,646.341787
-123.13947,200,646.612065
-326.677148,200,646.89132
-123.47947,200,647.172568
-232.90474,200,647.746034
-0.768776,200,648.019306
-236.280088,200,648.296562
-1.050193,200,648.572823
-116.487444,200,648.846094
-240.293434,200,649.429532
-118.735275,200,649.705793
-328.154531,200,649.986044
-332.928379,200,650.26031
-126.136611,200,650.540561
-124.797989,200,651.114028
-118.969634,200,651.396274
-118.615078,200,651.677523
-238.837386,200,651.951788
-234.964784,200,652.254978
-351.856413,200,652.874322
-125.833626,200,653.169533
-238.481891,200,653.443799
-126.591563,200,653.722055
-124.580315,200,653.99732
-126.204864,200,654.573777
-124.095404,200,654.852033
-336.326956,200,655.133281
-228.468415,200,655.408545
-123.439779,200,655.68381
-115.329077,200,656.260268
-2.122806,200,656.541515
-241.6916,200,656.817814
-121.097194,200,657.096033
-116.603923,200,657.375286
-122.790165,200,657.968701
-118.116707,200,658.250945
-2.702686,200,658.532192
-251.989668,200,658.814439
-228.847955,200,659.096684
-2.334178,200,659.675138
-125.516846,200,659.958381
-245.520786,200,660.239628
-2.769006,200,660.515889
-238.95761,200,660.794146
-3.401286,200,661.384566
-230.519891,200,661.664818
-4.081512,200,661.939084
-127.663211,200,662.217341
-120.308378,200,662.496593
-121.948357,200,663.08502
-223.632619,200,663.366268
-3.864874,200,663.651505
-129.045616,200,663.927768
-3.982679,200,664.212007
-127.797377,200,664.872242
-122.873028,200,665.165457
-229.876583,200,665.456679
-363.682725,200,665.762859
-124.379814,200,666.056075
-122.561556,200,666.676417
-120.948457,200,666.972626
-127.356795,200,667.275814
-234.900889,200,667.584987
-245.461742,200,667.881196
-118.494947,200,668.516497
-3.024421,200,668.802731
-248.64294,200,669.108913
-124.304232,200,669.382182
-126.586978,200,669.678391
-120.852967,200,670.267814
-117.178511,200,670.542081
-115.482342,200,670.820337
-120.911467,200,671.096599
-120.506705,200,671.374854
-240.124698,200,674.254155
-120.067166,200,674.527425
-125.520932,200,674.804684
-120.65894,200,675.089921
-127.700509,200,675.36319
-122.685249,200,675.957601
-119.656743,200,676.232865
-345.821231,200,676.509126
-5.471779,200,676.781397
-357.681141,200,677.055664
-124.476523,200,677.643094
-236.693054,200,677.929328
-242.988394,200,678.207585
-120.974288,200,678.487835
-123.733648,200,678.765094
-235.892593,200,679.342551
-235.960996,200,679.6228
-242.203148,200,679.90305
-117.008257,200,680.201254
-117.559961,200,680.47951
-121.157319,200,681.083895
-122.429468,200,681.367138
-2.679247,200,681.650379
-243.183819,200,681.925643
-266.407085,200,682.198913
-124.625998,200,682.784348
-240.324449,200,683.07158
-124.622249,200,683.35183
-241.775126,200,683.630086
-119.346566,200,683.902357
-5.234223,200,684.492779
-120.14413,200,684.777019
-244.530757,200,685.053281
-3.689113,200,685.334528
-120.021869,200,685.612785
-234.352718,200,686.201211
-234.034916,200,686.473483
-122.437155,200,686.752737
-126.700484,200,687.026006
-128.529986,200,687.302267
-116.992961,200,687.905654
-121.03427,200,688.182913
-5.759009,200,688.461168
-124.230994,200,688.735435
-343.505555,200,689.012695
-116.995138,200,689.602117
-126.498538,200,689.883366
-125.69566,200,690.156635
-225.860968,200,690.436886
-117.644696,200,690.72312
-124.109891,200,691.314539
-118.553318,200,691.593792
-235.377421,200,691.87105
-248.247931,200,692.156288
-124.002429,200,692.434546
-121.985385,200,693.042917
-122.606777,200,693.329154
-122.978148,200,693.612395
-242.488133,200,693.882672
-128.521801,200,694.167909
-335.152622,200,694.756336
-124.862035,200,695.03559
-122.261726,200,695.309856
-119.229253,200,695.588112
-2.234055,200,695.866368
-243.671918,200,696.452801
-125.183695,200,696.742027
-126.091085,200,697.020282
-2.548264,200,697.302528
-252.388199,200,697.576794
-121.004599,200,698.223066
-126.021529,200,698.50631
-325.006327,200,698.791547
-122.556109,200,699.074789
-243.050542,200,699.369999
-116.357558,200,699.982363
-119.077924,200,700.271589
-124.048338,200,700.560815
-116.857659,200,700.846053
-261.236124,200,701.134282
-4.316124,200,701.727696
-120.405618,200,702.008944
-122.065248,200,702.285206
-126.582933,200,702.562464
-122.978043,200,702.842715
-242.284706,200,703.441114
-120.348531,200,703.718373
-124.937677,200,704.003611
-126.37668,200,704.28785
-3.216359,200,704.567104
-5.544091,200,705.15952
-248.111507,200,705.434783
-123.318712,200,705.71703
-228.794177,200,705.996282
-247.92131,200,706.278527
-117.500447,200,706.868949
-117.626003,200,707.147205
-122.016308,200,707.421472
-242.868654,200,707.693743
-124.330574,200,707.972
-117.342331,200,710.947045
-125.09851,200,711.223306
-120.438361,200,711.504554
-125.725237,200,711.780815
-6.567405,200,712.055081
-249.655462,200,712.662458
-489.52138,200,712.961658
-124.90622,200,713.236922
-223.985628,200,713.51418
-123.531447,200,713.789444
-299.756062,200,714.38186
-116.285678,200,714.654135
-126.239754,200,714.931391
-236.267582,200,715.229594
-383.217636,200,715.51184
-246.426656,200,716.097274
-241.504556,200,716.372539
-335.127506,200,716.656778
-239.135483,200,716.934036
-235.38791,200,717.211295
-249.616649,200,717.79673
-248.403999,200,718.074986
-127.24994,200,718.354239
-5.289898,200,718.636484
-121.122533,200,718.908756
-118.621863,200,719.492209
-3.992658,200,719.772447
-130.060824,200,720.046714
-120.851262,200,720.32497
-126.252427,200,720.600234
-126.064895,200,721.183674
-124.487485,200,721.462927
-233.955779,200,721.740185
-122.559232,200,722.020436
-126.828382,200,722.295701
-123.159078,200,722.880137
-236.362781,200,723.155401
-121.903027,200,723.42968
-125.634449,200,723.714905
-124.410695,200,723.995156
-233.867379,200,724.585577
-123.925097,200,724.869818
-121.284494,200,725.155055
-119.264337,200,725.439295
-125.402212,200,725.722538
-126.202102,200,726.299993
-121.973308,200,726.57426
-493.83791,200,726.860495
-331.538722,200,727.1577
-237.68365,200,727.44593
-2.990748,200,728.041338
-124.015011,200,728.321589
-119.471381,200,728.604831
-118.31246,200,728.883087
-245.269873,200,729.164335
-239.596387,200,729.751765
-325.750751,200,730.041004
-241.986412,200,730.350163
-359.340421,200,730.652356
-117.118212,200,730.954548
-233.204485,200,731.60082
-120.476019,200,731.880073
-119.992314,200,732.204206
-118.121494,200,732.485455
-118.713859,200,732.787647
-122.954903,200,733.435913
-125.741314,200,733.714169
-117.207858,200,734.012372
-126.235905,200,734.291625
-130.524277,200,734.575865
-4.568099,200,735.200196
-125.055078,200,735.479449
-127.833231,200,735.753716
-3.838515,200,736.03297
-245.708143,200,736.311226
-118.473252,200,736.898655
-362.29289,200,737.174916
-231.087481,200,737.456164
-120.81947,200,737.737412
-120.01731,200,738.015668
-121.686195,200,738.611075
-242.027459,200,738.888335
-121.980606,200,739.170579
-125.747488,200,739.445844
-3.417269,200,739.717119
-3.402645,200,740.314521
-238.951971,200,740.592777
-242.32745,200,740.873028
-121.801881,200,741.163251
-241.812998,200,741.447492
-344.281689,200,742.043897
-124.413475,200,742.321156
-339.50921,200,742.601406
-121.712223,200,742.87667
-3.566537,200,743.155926
-345.993147,200,743.745348
-231.428788,200,744.061502
-3.601229,200,744.341752
